,date,ML,Low,High
MT,2020-04-28,1.05,0.19,1.87
MT,2020-04-29,1.05,0.18,1.85
MT,2020-04-30,1.1,0.26,1.94
PA,2020-03-19,2.0,0.34,6.43
PA,2020-03-20,1.8800000000000001,0.38,5.01
PA,2020-03-21,1.8,0.38,4.45
PA,2020-03-22,1.74,0.4,4.13
PA,2020-03-23,1.69,0.37,3.85
PA,2020-03-24,1.8900000000000001,0.47000000000000003,3.98
PA,2020-03-25,1.78,0.48,3.67
PA,2020-03-26,1.8,0.01,3.61
PA,2020-03-27,1.67,0.01,3.35
PA,2020-03-28,1.83,0.11,3.44
PA,2020-03-29,1.69,0.09,3.16
PA,2020-03-30,1.76,0.24,3.22
PA,2020-03-31,1.79,0.34,3.15
PA,2020-04-01,1.8900000000000001,0.54,3.15
PA,2020-04-02,1.82,0.62,3.0
PA,2020-04-03,1.84,0.75,2.91
PA,2020-04-04,1.82,0.8200000000000001,2.77
PA,2020-04-05,1.78,0.88,2.65
PA,2020-04-06,1.6500000000000001,0.8200000000000001,2.45
PA,2020-04-07,1.56,0.79,2.31
PA,2020-04-08,1.46,0.74,2.18
PA,2020-04-09,1.3800000000000001,0.6900000000000001,2.06
PA,2020-04-10,1.35,0.68,1.99
PA,2020-04-11,1.4000000000000001,0.77,2.02
PA,2020-04-12,1.56,0.99,2.16
PA,2020-04-13,1.7,1.17,2.24
PA,2020-04-14,1.72,1.24,2.22
PA,2020-04-15,1.6500000000000001,1.2,2.1
PA,2020-04-16,1.52,1.1,1.94
PA,2020-04-17,1.49,1.1,1.8900000000000001
PA,2020-04-18,1.45,1.08,1.83
PA,2020-04-19,1.46,1.11,1.82
PA,2020-04-20,1.45,1.12,1.79
PA,2020-04-21,1.5,1.19,1.82
PA,2020-04-22,1.53,1.25,1.84
PA,2020-04-23,1.6,1.34,1.8900000000000001
PA,2020-04-24,1.56,1.31,1.82
PA,2020-04-25,1.5,1.26,1.74
PA,2020-04-26,1.3900000000000001,1.17,1.6300000000000001
PA,2020-04-27,1.34,1.1300000000000001,1.57
PA,2020-04-28,1.26,1.04,1.46
PA,2020-04-29,1.25,1.05,1.46
PA,2020-04-30,1.22,1.03,1.43
PB,2020-03-23,2.0,0.34,6.43
PB,2020-03-24,1.8800000000000001,0.38,5.01
PB,2020-03-25,2.17,0.51,4.99
PB,2020-03-26,1.96,0.5,4.24
PB,2020-03-27,1.83,0.46,3.79
PB,2020-03-28,1.73,0.46,3.52
PB,2020-03-29,1.6600000000000001,0.45,3.31
PB,2020-03-30,1.62,0.0,3.23
PB,2020-03-31,1.53,0.0,3.0500000000000003
PB,2020-04-01,1.24,0.0,2.75
PB,2020-04-02,1.44,0.01,2.86
PB,2020-04-03,1.21,0.01,2.61
PB,2020-04-04,1.2,0.0,2.5500000000000003
PB,2020-04-05,1.19,0.0,2.5100000000000002
PB,2020-04-06,1.35,0.03,2.64
PB,2020-04-07,1.76,0.32,3.08
PB,2020-04-08,1.97,0.65,3.21
PB,2020-04-09,1.87,0.6900000000000001,3.0
PB,2020-04-10,1.86,0.79,2.87
PB,2020-04-11,1.76,0.78,2.67
PB,2020-04-12,1.6400000000000001,0.76,2.5100000000000002
PB,2020-04-13,1.55,0.72,2.35
PB,2020-04-14,1.41,0.63,2.18
PB,2020-04-15,1.3,0.55,2.04
PB,2020-04-16,1.21,0.48,1.93
PB,2020-04-17,1.17,0.46,1.8800000000000001
PB,2020-04-18,1.16,0.46,1.85
PB,2020-04-19,1.24,0.55,1.9000000000000001
PB,2020-04-20,1.26,0.6,1.9100000000000001
PB,2020-04-21,1.4000000000000001,0.77,2.02
PB,2020-04-22,1.47,0.89,2.07
PB,2020-04-23,1.54,0.99,2.09
PB,2020-04-24,1.58,1.06,2.08
PB,2020-04-25,1.57,1.08,2.0300000000000002
PB,2020-04-26,1.56,1.12,2.0100000000000002
PB,2020-04-27,1.57,1.16,1.99
PB,2020-04-28,1.52,1.1400000000000001,1.92
PB,2020-04-29,1.48,1.12,1.85
PB,2020-04-30,1.45,1.11,1.8
PE,2020-03-12,2.0,0.34,6.43
PE,2020-03-13,1.8,0.38,4.45
PE,2020-03-14,1.69,0.37,3.85
PE,2020-03-15,1.83,0.46,3.79
PE,2020-03-16,1.8900000000000001,0.54,3.62
PE,2020-03-17,1.73,0.51,3.24
PE,2020-03-18,1.6300000000000001,0.52,3.02
PE,2020-03-19,1.53,0.09,2.86
PE,2020-03-20,1.32,0.02,2.5500000000000003
PE,2020-03-21,1.3,0.05,2.52
PE,2020-03-22,1.1400000000000001,0.0,2.3000000000000003
PE,2020-03-23,0.86,0.0,2.07
PE,2020-03-24,0.85,0.0,2.09
PE,2020-03-25,1.0,0.0,2.22
PE,2020-03-26,1.0,0.0,2.22
PE,2020-03-27,1.29,0.06,2.5
PE,2020-03-28,1.3900000000000001,0.15,2.62
PE,2020-03-29,1.36,0.15,2.5300000000000002
PE,2020-03-30,1.53,0.33,2.71
PE,2020-03-31,1.56,0.41000000000000003,2.67
PE,2020-04-01,1.71,0.63,2.74
PE,2020-04-02,1.85,0.88,2.79
PE,2020-04-03,1.8900000000000001,1.03,2.74
PE,2020-04-04,2.07,1.33,2.83
PE,2020-04-05,2.1,1.43,2.73
PE,2020-04-06,2.2,1.6300000000000001,2.75
PE,2020-04-07,2.19,1.71,2.68
PE,2020-04-08,2.08,1.67,2.52
PE,2020-04-09,1.97,1.6,2.35
PE,2020-04-10,1.87,1.53,2.2
PE,2020-04-11,1.71,1.41,2.0300000000000002
PE,2020-04-12,1.62,1.34,1.9100000000000001
PE,2020-04-13,1.5,1.24,1.78
PE,2020-04-14,1.45,1.2,1.71
PE,2020-04-15,1.4000000000000001,1.16,1.6400000000000001
PE,2020-04-16,1.37,1.1400000000000001,1.6
PE,2020-04-17,1.33,1.1,1.54
PE,2020-04-18,1.3,1.09,1.52
PE,2020-04-19,1.27,1.06,1.47
PE,2020-04-20,1.27,1.07,1.47
PE,2020-04-21,1.25,1.06,1.45
PE,2020-04-22,1.29,1.11,1.49
PE,2020-04-23,1.3,1.12,1.48
PE,2020-04-24,1.32,1.1500000000000001,1.5
PE,2020-04-25,1.32,1.1500000000000001,1.48
PE,2020-04-26,1.3,1.1400000000000001,1.46
PE,2020-04-27,1.29,1.1400000000000001,1.45
PE,2020-04-28,1.27,1.12,1.42
PE,2020-04-29,1.23,1.08,1.37
PE,2020-04-30,1.22,1.07,1.35
PI,2020-03-19,2.0,0.34,6.43
PI,2020-03-20,1.8800000000000001,0.38,5.01
PI,2020-03-21,1.8,0.38,4.45
PI,2020-03-22,1.74,0.4,4.13
PI,2020-03-23,1.69,0.37,3.85
PI,2020-03-24,1.6400000000000001,0.4,3.7
PI,2020-03-25,1.61,0.41000000000000003,3.56
PI,2020-03-26,1.0,0.0,3.35
PI,2020-03-27,1.53,0.0,3.66
PI,2020-03-28,1.47,0.0,3.49
PI,2020-03-30,1.42,0.0,3.34
PI,2020-03-31,1.3800000000000001,0.0,3.22
PI,2020-04-01,1.35,0.0,3.12
PI,2020-04-02,1.32,0.0,3.0300000000000002
PI,2020-04-03,1.0,0.0,2.75
PI,2020-04-04,1.0,0.0,2.75
PI,2020-04-05,1.0,0.0,2.75
PI,2020-04-06,1.3,0.0,2.94
PI,2020-04-07,1.28,0.0,2.87
PI,2020-04-08,1.26,0.0,2.81
PI,2020-04-09,1.47,0.01,2.92
PI,2020-04-10,1.62,0.11,3.0500000000000003
PI,2020-04-11,1.53,0.09,2.86
PI,2020-04-12,1.76,0.32,3.08
PI,2020-04-13,1.75,0.44,3.02
PI,2020-04-14,1.92,0.7000000000000001,3.06
PI,2020-04-15,1.8900000000000001,0.81,2.93
PI,2020-04-16,1.79,0.8,2.72
PI,2020-04-17,1.76,0.87,2.62
PI,2020-04-18,1.6400000000000001,0.8300000000000001,2.45
PI,2020-04-19,1.48,0.7000000000000001,2.22
PI,2020-04-20,1.43,0.6900000000000001,2.13
PI,2020-04-21,1.35,0.66,2.04
PI,2020-04-22,1.35,0.6900000000000001,2.0100000000000002
PI,2020-04-23,1.3800000000000001,0.74,2.0
PI,2020-04-24,1.37,0.78,1.99
PI,2020-04-25,1.3800000000000001,0.81,1.96
PI,2020-04-26,1.42,0.88,1.97
PI,2020-04-27,1.45,0.9400000000000001,1.97
PI,2020-04-28,1.45,0.96,1.93
PI,2020-04-29,1.46,1.01,1.93
PI,2020-04-30,1.44,1.01,1.8800000000000001
PR,2020-03-12,2.0,0.34,6.43
PR,2020-03-13,2.35,0.48,5.72
PR,2020-03-16,2.43,0.64,4.98
PR,2020-03-17,2.35,0.72,4.39
PR,2020-03-18,2.23,0.75,3.92
PR,2020-03-19,2.2600000000000002,0.87,3.7
PR,2020-03-20,2.08,0.9,3.38
PR,2020-03-21,1.95,0.65,3.18
PR,2020-03-22,1.76,0.6,2.9
PR,2020-03-23,1.6400000000000001,0.55,2.67
PR,2020-03-24,1.62,0.59,2.56
PR,2020-03-25,1.53,0.6,2.45
PR,2020-03-26,1.42,0.53,2.2800000000000002
PR,2020-03-27,1.34,0.5,2.18
PR,2020-03-28,1.27,0.45,2.07
PR,2020-03-29,1.29,0.51,2.08
PR,2020-03-30,1.34,0.6,2.11
PR,2020-03-31,1.42,0.7000000000000001,2.13
PR,2020-04-01,1.6400000000000001,0.97,2.29
PR,2020-04-02,1.72,1.12,2.33
PR,2020-04-03,1.73,1.17,2.27
PR,2020-04-04,1.6500000000000001,1.1500000000000001,2.17
PR,2020-04-05,1.5,1.03,1.99
PR,2020-04-06,1.3800000000000001,0.92,1.83
PR,2020-04-07,1.26,0.81,1.69
PR,2020-04-08,1.1,0.66,1.53
PR,2020-04-09,1.02,0.6,1.47
PR,2020-04-10,0.9500000000000001,0.53,1.41
PR,2020-04-11,0.89,0.45,1.34
PR,2020-04-12,0.86,0.41000000000000003,1.31
PR,2020-04-13,0.81,0.35000000000000003,1.27
PR,2020-04-14,0.8,0.34,1.29
PR,2020-04-15,0.84,0.37,1.34
PR,2020-04-16,0.85,0.35000000000000003,1.33
PR,2020-04-17,0.92,0.41000000000000003,1.4000000000000001
PR,2020-04-18,0.97,0.48,1.48
PR,2020-04-19,1.02,0.53,1.53
PR,2020-04-20,1.02,0.53,1.53
PR,2020-04-21,0.98,0.5,1.5
PR,2020-04-22,0.92,0.43,1.44
PR,2020-04-23,0.85,0.34,1.36
PR,2020-04-24,0.76,0.22,1.26
PR,2020-04-25,0.8200000000000001,0.27,1.34
PR,2020-04-26,0.9400000000000001,0.41000000000000003,1.5
PR,2020-04-27,1.22,0.7000000000000001,1.76
PR,2020-04-28,1.41,0.92,1.93
PR,2020-04-29,1.53,1.06,2.0
PR,2020-04-30,1.55,1.11,1.99
RJ,2020-03-05,2.0,0.34,6.43
RJ,2020-03-06,2.05,0.5,4.54
RJ,2020-03-08,2.0,0.56,3.9
RJ,2020-03-12,2.2800000000000002,0.8200000000000001,3.85
RJ,2020-03-15,2.16,0.92,3.49
RJ,2020-03-16,2.3000000000000003,1.2,3.43
RJ,2020-03-18,2.43,1.5,3.37
RJ,2020-03-19,2.38,1.57,3.18
RJ,2020-03-21,2.3000000000000003,1.6300000000000001,3.0
RJ,2020-03-22,2.19,1.61,2.79
RJ,2020-03-23,1.95,1.44,2.49
RJ,2020-03-24,1.81,1.35,2.3000000000000003
RJ,2020-03-25,1.62,1.2,2.08
RJ,2020-03-26,1.44,1.04,1.87
RJ,2020-03-27,1.32,0.93,1.73
RJ,2020-03-28,1.17,0.79,1.57
RJ,2020-03-29,1.1,0.72,1.49
RJ,2020-03-30,1.1400000000000001,0.77,1.53
RJ,2020-03-31,1.19,0.8300000000000001,1.57
RJ,2020-04-01,1.32,0.97,1.68
RJ,2020-04-02,1.43,1.09,1.76
RJ,2020-04-03,1.44,1.1300000000000001,1.77
RJ,2020-04-04,1.47,1.18,1.78
RJ,2020-04-05,1.47,1.19,1.76
RJ,2020-04-06,1.47,1.21,1.75
RJ,2020-04-07,1.49,1.23,1.73
RJ,2020-04-08,1.43,1.2,1.68
RJ,2020-04-09,1.3800000000000001,1.16,1.62
RJ,2020-04-10,1.37,1.16,1.6
RJ,2020-04-11,1.31,1.1,1.52
RJ,2020-04-12,1.28,1.09,1.5
RJ,2020-04-13,1.23,1.03,1.42
RJ,2020-04-14,1.18,1.0,1.3900000000000001
RJ,2020-04-15,1.1500000000000001,0.97,1.35
RJ,2020-04-16,1.1,0.91,1.28
RJ,2020-04-17,1.03,0.84,1.21
RJ,2020-04-18,1.02,0.84,1.21
RJ,2020-04-19,0.99,0.8,1.17
RJ,2020-04-20,1.05,0.87,1.24
RJ,2020-04-21,1.06,0.88,1.25
RJ,2020-04-22,1.1300000000000001,0.9500000000000001,1.31
RJ,2020-04-23,1.19,1.01,1.36
RJ,2020-04-24,1.28,1.12,1.46
RJ,2020-04-25,1.33,1.17,1.5
RJ,2020-04-26,1.3800000000000001,1.22,1.53
RJ,2020-04-27,1.34,1.19,1.49
RJ,2020-04-28,1.33,1.19,1.48
RJ,2020-04-29,1.24,1.11,1.3900000000000001
RJ,2020-04-30,1.21,1.08,1.35
RN,2020-03-13,2.0,0.34,6.43
RN,2020-03-16,1.8800000000000001,0.38,5.01
RN,2020-03-18,2.17,0.51,4.99
RN,2020-03-20,1.96,0.5,4.24
RN,2020-03-21,1.83,0.46,3.79
RN,2020-03-22,1.94,0.55,3.75
RN,2020-03-24,1.8,0.55,3.44
RN,2020-03-25,2.22,0.43,3.85
RN,2020-03-26,2.41,0.84,3.85
RN,2020-03-27,2.2600000000000002,0.9400000000000001,3.5300000000000002
RN,2020-03-28,2.12,0.97,3.22
RN,2020-03-30,1.8800000000000001,0.86,2.88
RN,2020-03-31,1.83,0.91,2.73
RN,2020-04-01,1.9000000000000001,1.1,2.73
RN,2020-04-02,1.81,1.07,2.54
RN,2020-04-03,1.73,1.06,2.4
RN,2020-04-04,1.54,0.9,2.15
RN,2020-04-05,1.32,0.73,1.94
RN,2020-04-07,1.16,0.5700000000000001,1.75
RN,2020-04-08,1.0,0.42,1.6
RN,2020-04-10,0.93,0.33,1.51
RN,2020-04-11,0.91,0.3,1.49
RN,2020-04-12,0.88,0.29,1.5
RN,2020-04-13,0.9500000000000001,0.34,1.56
RN,2020-04-14,1.1400000000000001,0.55,1.76
RN,2020-04-15,1.32,0.73,1.8900000000000001
RN,2020-04-16,1.43,0.88,1.98
RN,2020-04-17,1.37,0.85,1.9000000000000001
RN,2020-04-18,1.27,0.78,1.8
RN,2020-04-19,1.19,0.7000000000000001,1.69
RN,2020-04-20,1.12,0.65,1.6300000000000001
RN,2020-04-21,1.08,0.6,1.57
RN,2020-04-22,1.07,0.6,1.56
RN,2020-04-23,1.01,0.55,1.51
RN,2020-04-24,0.96,0.48,1.44
RN,2020-04-25,1.1,0.63,1.58
RN,2020-04-26,1.27,0.8200000000000001,1.74
RN,2020-04-27,1.47,1.05,1.92
RN,2020-04-28,1.6300000000000001,1.24,2.04
RN,2020-04-29,1.6600000000000001,1.3,2.04
RO,2020-03-29,2.0,0.34,6.43
RO,2020-03-30,1.8800000000000001,0.38,5.01
RO,2020-03-31,1.8,0.38,4.45
RO,2020-04-01,1.74,0.4,4.13
RO,2020-04-02,1.69,0.37,3.85
RO,2020-04-03,1.6400000000000001,0.4,3.7
RO,2020-04-04,1.83,0.46,3.79
RO,2020-04-05,1.8900000000000001,0.01,3.7800000000000002
RO,2020-04-06,1.73,0.01,3.47
RO,2020-04-07,1.62,0.0,3.23
RO,2020-04-08,1.53,0.0,3.0500000000000003
RO,2020-04-09,1.69,0.09,3.16
RO,2020-04-10,1.76,0.24,3.22
RO,2020-04-11,1.79,0.34,3.15
RO,2020-04-12,1.8900000000000001,0.54,3.15
RO,2020-04-14,1.92,0.7000000000000001,3.06
RO,2020-04-15,1.8900000000000001,0.81,2.93
RO,2020-04-16,1.9100000000000001,0.9500000000000001,2.85
RO,2020-04-17,1.83,0.97,2.68
RO,2020-04-18,1.77,0.98,2.5300000000000002
RO,2020-04-19,1.71,1.0,2.42
RO,2020-04-20,1.57,0.91,2.23
RO,2020-04-21,1.5,0.88,2.12
RO,2020-04-23,1.45,0.84,2.0100000000000002
RO,2020-04-24,1.36,0.79,1.9100000000000001
RO,2020-04-25,1.26,0.72,1.81
RO,2020-04-26,1.17,0.65,1.72
RO,2020-04-27,1.09,0.56,1.61
RO,2020-04-28,1.05,0.54,1.59
RO,2020-04-29,1.07,0.56,1.6
RO,2020-04-30,1.09,0.58,1.61
RR,2020-03-21,2.0,0.34,6.43
RR,2020-03-22,1.8800000000000001,0.38,5.01
RR,2020-03-23,2.17,0.51,4.99
RR,2020-03-24,1.96,0.5,4.24
RR,2020-03-25,1.83,0.46,3.79
RR,2020-03-26,1.73,0.46,3.52
RR,2020-03-27,1.6600000000000001,0.45,3.31
RR,2020-03-28,1.32,0.0,3.0300000000000002
RR,2020-03-29,1.3,0.0,2.94
RR,2020-03-30,1.0,0.0,2.69
RR,2020-03-31,1.28,0.0,2.87
RR,2020-04-01,1.5,0.01,2.99
RR,2020-04-02,1.6500000000000001,0.09,3.09
RR,2020-04-03,1.56,0.08,2.9
RR,2020-04-04,1.33,0.03,2.6
RR,2020-04-05,1.16,0.0,2.38
RR,2020-04-06,1.3,0.05,2.52
RR,2020-04-07,1.28,0.06,2.47
RR,2020-04-08,1.26,0.03,2.38
RR,2020-04-09,1.24,0.08,2.39
RR,2020-04-10,1.44,0.2,2.57
RR,2020-04-11,1.59,0.42,2.73
RR,2020-04-12,1.74,0.65,2.8000000000000003
RR,2020-04-13,1.69,0.6900000000000001,2.67
RR,2020-04-14,1.75,0.85,2.66
RR,2020-04-15,1.72,0.88,2.5300000000000002
RR,2020-04-16,1.69,0.93,2.45
RR,2020-04-17,1.49,0.78,2.21
RR,2020-04-18,1.41,0.74,2.1
RR,2020-04-19,1.26,0.6,1.9100000000000001
RR,2020-04-20,1.1400000000000001,0.5,1.79
RR,2020-04-21,1.03,0.39,1.67
RR,2020-04-22,1.05,0.41000000000000003,1.68
RR,2020-04-23,1.03,0.4,1.67
RR,2020-04-24,1.1,0.49,1.75
RR,2020-04-25,1.08,0.45,1.69
RR,2020-04-26,1.05,0.42,1.6500000000000001
RR,2020-04-27,1.0,0.38,1.61
RR,2020-04-29,0.87,0.27,1.51
RS,2020-03-10,2.0,0.34,6.43
RS,2020-03-11,1.8800000000000001,0.38,5.01
RS,2020-03-12,2.17,0.51,4.99
RS,2020-03-13,2.64,0.79,4.99
RS,2020-03-16,2.63,0.97,4.49
RS,2020-03-18,2.63,1.18,4.14
RS,2020-03-19,2.37,1.17,3.64
RS,2020-03-20,2.3000000000000003,1.12,3.42
RS,2020-03-21,2.04,1.02,3.04
RS,2020-03-22,1.93,1.03,2.83
RS,2020-03-23,1.8,0.99,2.62
RS,2020-03-24,1.7,0.96,2.45
RS,2020-03-25,1.47,0.76,2.16
RS,2020-03-26,1.36,0.6900000000000001,2.0300000000000002
RS,2020-03-27,1.2,0.55,1.86
RS,2020-03-28,1.19,0.56,1.84
RS,2020-03-29,1.1,0.48,1.74
RS,2020-03-30,1.18,0.55,1.78
RS,2020-03-31,1.21,0.61,1.81
RS,2020-04-01,1.25,0.68,1.85
RS,2020-04-02,1.25,0.7000000000000001,1.83
RS,2020-04-03,1.26,0.71,1.8
RS,2020-04-04,1.22,0.6900000000000001,1.75
RS,2020-04-05,1.25,0.73,1.76
RS,2020-04-06,1.1500000000000001,0.65,1.6600000000000001
RS,2020-04-07,1.08,0.58,1.58
RS,2020-04-08,1.03,0.54,1.54
RS,2020-04-09,0.9,0.41000000000000003,1.42
RS,2020-04-10,0.8300000000000001,0.33,1.36
RS,2020-04-11,0.75,0.24,1.29
RS,2020-04-12,0.72,0.18,1.25
RS,2020-04-13,0.72,0.16,1.26
RS,2020-04-14,0.81,0.24,1.3900000000000001
RS,2020-04-15,0.91,0.32,1.49
RS,2020-04-16,1.07,0.48,1.6500000000000001
RS,2020-04-17,1.1500000000000001,0.58,1.73
RS,2020-04-18,1.17,0.62,1.75
RS,2020-04-19,1.12,0.5700000000000001,1.68
RS,2020-04-20,1.16,0.62,1.71
RS,2020-04-21,1.1300000000000001,0.6,1.67
RS,2020-04-22,1.23,0.72,1.76
RS,2020-04-23,1.33,0.84,1.84
RS,2020-04-24,1.37,0.89,1.84
RS,2020-04-25,1.44,0.99,1.8900000000000001
RS,2020-04-26,1.42,1.01,1.87
RS,2020-04-27,1.3900000000000001,1.0,1.82
RS,2020-04-28,1.3800000000000001,1.0,1.78
RS,2020-04-29,1.32,0.9500000000000001,1.7
RS,2020-04-30,1.29,0.9400000000000001,1.6600000000000001
SC,2020-03-12,2.0,0.34,6.43
SC,2020-03-13,1.8800000000000001,0.38,5.01
SC,2020-03-14,1.8,0.38,4.45
SC,2020-03-15,2.05,0.5,4.54
SC,2020-03-16,1.8900000000000001,0.47000000000000003,3.98
SC,2020-03-17,2.25,0.68,4.16
SC,2020-03-18,2.54,0.99,4.17
SC,2020-03-19,2.62,1.06,4.09
SC,2020-03-20,2.37,1.06,3.62
SC,2020-03-21,2.25,1.1500000000000001,3.34
SC,2020-03-22,1.95,0.97,2.91
SC,2020-03-23,1.87,0.99,2.73
SC,2020-03-24,1.6300000000000001,0.8300000000000001,2.44
SC,2020-03-25,1.47,0.72,2.24
SC,2020-03-26,1.32,0.5700000000000001,2.02
SC,2020-03-27,1.23,0.52,1.93
SC,2020-03-28,1.1,0.4,1.79
SC,2020-03-29,1.06,0.38,1.76
SC,2020-03-30,1.0,0.32,1.69
SC,2020-03-31,1.03,0.35000000000000003,1.72
SC,2020-04-01,1.09,0.42,1.78
SC,2020-04-02,1.21,0.54,1.87
SC,2020-04-03,1.3,0.66,1.94
SC,2020-04-04,1.3800000000000001,0.76,1.98
SC,2020-04-05,1.41,0.8300000000000001,1.99
SC,2020-04-06,1.6,1.07,2.15
SC,2020-04-07,1.67,1.18,2.17
SC,2020-04-08,1.6300000000000001,1.18,2.1
SC,2020-04-09,1.52,1.1,1.96
SC,2020-04-10,1.37,0.97,1.79
SC,2020-04-11,1.21,0.8200000000000001,1.62
SC,2020-04-12,1.08,0.6900000000000001,1.48
SC,2020-04-13,0.87,0.46,1.26
SC,2020-04-14,0.76,0.36,1.19
SC,2020-04-15,0.65,0.23,1.09
SC,2020-04-16,0.58,0.15,1.04
SC,2020-04-17,0.58,0.12,1.04
SC,2020-04-18,0.71,0.22,1.2
SC,2020-04-19,0.84,0.33,1.34
SC,2020-04-20,0.98,0.48,1.5
SC,2020-04-21,0.98,0.48,1.5
SC,2020-04-22,1.02,0.52,1.54
SC,2020-04-23,1.11,0.61,1.61
SC,2020-04-24,1.3,0.8200000000000001,1.79
SC,2020-04-25,1.84,1.41,2.2800000000000002
SC,2020-04-26,2.09,1.72,2.48
SC,2020-04-27,2.22,1.8900000000000001,2.54
SC,2020-04-28,2.14,1.86,2.43
SC,2020-04-29,1.99,1.74,2.24
SC,2020-04-30,1.82,1.59,2.04
SE,2020-03-14,2.0,0.34,6.43
SE,2020-03-16,1.8,0.38,4.45
SE,2020-03-18,1.69,0.37,3.85
SE,2020-03-20,1.61,0.41000000000000003,3.56
SE,2020-03-21,1.55,0.38,3.29
SE,2020-03-24,1.5,0.39,3.13
SE,2020-03-25,1.46,0.39,2.99
SE,2020-03-27,1.0,0.0,2.69
SE,2020-03-30,1.0,0.0,2.69
SE,2020-03-31,1.0,0.0,2.69
SE,2020-04-01,1.0,0.0,2.69
SE,2020-04-02,1.28,0.0,2.87
SE,2020-04-03,1.26,0.0,2.81
SE,2020-04-04,1.24,0.0,2.75
SE,2020-04-06,1.23,0.0,2.69
SE,2020-04-07,1.22,0.0,2.64
SE,2020-04-08,1.0,0.0,2.45
SE,2020-04-09,1.0,0.0,2.45
SE,2020-04-10,0.78,0.0,2.31
SE,2020-04-11,0.77,0.0,2.35
SE,2020-04-13,0.76,0.0,2.38
SE,2020-04-14,0.74,0.0,2.42
SE,2020-04-15,1.0,0.0,2.63
SE,2020-04-16,1.73,0.11,3.2600000000000002
SE,2020-04-17,1.98,0.38,3.48
SE,2020-04-18,2.19,0.73,3.5300000000000002
SE,2020-04-19,2.02,0.76,3.24
SE,2020-04-20,1.8900000000000001,0.76,2.98
SE,2020-04-21,1.8,0.76,2.77
SE,2020-04-22,1.55,0.58,2.45
SE,2020-04-23,1.3800000000000001,0.48,2.2600000000000002
SE,2020-04-24,1.35,0.5,2.21
SE,2020-04-25,1.45,0.63,2.25
SE,2020-04-26,1.6300000000000001,0.87,2.37
SE,2020-04-27,1.73,1.04,2.41
SE,2020-04-28,1.77,1.16,2.41
SP,2020-03-03,2.0,0.34,6.43
SP,2020-03-04,2.35,0.48,5.72
SP,2020-03-05,2.05,0.5,4.54
SP,2020-03-06,2.17,0.61,4.33
SP,2020-03-07,1.94,0.55,3.75
SP,2020-03-08,1.8,0.55,3.44
SP,2020-03-09,1.85,0.58,3.3200000000000003
SP,2020-03-10,2.15,0.51,3.62
SP,2020-03-11,2.73,1.37,3.96
SP,2020-03-12,2.73,1.67,3.7600000000000002
SP,2020-03-14,2.65,1.79,3.49
SP,2020-03-16,2.46,1.77,3.19
SP,2020-03-17,2.31,1.71,2.91
SP,2020-03-18,2.04,1.52,2.58
SP,2020-03-19,2.0,1.53,2.46
SP,2020-03-20,1.84,1.43,2.27
SP,2020-03-21,1.77,1.3900000000000001,2.15
SP,2020-03-22,1.61,1.26,1.97
SP,2020-03-23,1.52,1.19,1.85
SP,2020-03-24,1.42,1.11,1.74
SP,2020-03-25,1.43,1.1400000000000001,1.74
SP,2020-03-26,1.31,1.02,1.59
SP,2020-03-27,1.25,0.98,1.54
SP,2020-03-28,1.37,1.11,1.6400000000000001
SP,2020-03-29,1.6,1.35,1.84
SP,2020-03-30,1.8,1.58,2.0300000000000002
SP,2020-03-31,1.92,1.73,2.13
SP,2020-04-01,1.86,1.69,2.05
SP,2020-04-02,1.73,1.57,1.9000000000000001
SP,2020-04-03,1.55,1.4000000000000001,1.71
SP,2020-04-04,1.35,1.21,1.5
SP,2020-04-05,1.26,1.12,1.4000000000000001
SP,2020-04-06,1.23,1.09,1.37
SP,2020-04-07,1.21,1.08,1.35
SP,2020-04-08,1.19,1.06,1.32
SP,2020-04-09,1.17,1.05,1.31
SP,2020-04-10,1.12,0.99,1.24
SP,2020-04-11,1.05,0.92,1.17
SP,2020-04-12,1.02,0.9,1.1500000000000001
SP,2020-04-13,1.0,0.87,1.12
SP,2020-04-14,1.04,0.92,1.17
SP,2020-04-15,1.1500000000000001,1.03,1.28
SP,2020-04-16,1.22,1.1,1.34
SP,2020-04-17,1.27,1.1500000000000001,1.3800000000000001
SP,2020-04-18,1.28,1.17,1.3900000000000001
SP,2020-04-19,1.17,1.06,1.28
SP,2020-04-20,1.09,0.99,1.21
SP,2020-04-21,0.98,0.88,1.1
SP,2020-04-22,0.97,0.86,1.08
SP,2020-04-23,1.03,0.92,1.1400000000000001
SP,2020-04-24,1.1400000000000001,1.03,1.24
SP,2020-04-25,1.29,1.19,1.4000000000000001
SP,2020-04-26,1.45,1.36,1.56
SP,2020-04-27,1.53,1.44,1.62
SP,2020-04-28,1.56,1.47,1.6400000000000001
SP,2020-04-29,1.5,1.41,1.57
SP,2020-04-30,1.46,1.3800000000000001,1.53
TO,2020-03-19,2.0,0.34,6.43
TO,2020-03-20,1.8800000000000001,0.38,5.01
TO,2020-03-21,1.8,0.38,4.45
TO,2020-03-22,1.74,0.4,4.13
TO,2020-03-23,1.69,0.37,3.85
TO,2020-03-24,1.6400000000000001,0.4,3.7
TO,2020-03-25,1.61,0.41000000000000003,3.56
TO,2020-03-26,1.0,0.0,3.35
TO,2020-03-27,1.0,0.0,3.35
TO,2020-03-28,1.0,0.0,3.35
