,date,ML,Low,High
Mossoró,2020-04-03,1.8900000000000001,0.54,3.15
Mossoró,2020-04-05,1.6300000000000001,0.42,2.81
Mossoró,2020-04-07,1.37,0.25,2.46
Mossoró,2020-04-08,1.26,0.17,2.27
Mossoró,2020-04-10,1.0,0.03,1.94
Mossoró,2020-04-11,0.8300000000000001,0.01,1.79
Mossoró,2020-04-12,0.73,0.0,1.72
Mossoró,2020-04-13,0.51,0.0,1.61
Mossoró,2020-04-14,0.44,0.0,1.6300000000000001
Mossoró,2020-04-15,0.62,0.0,1.83
Mossoró,2020-04-16,0.58,0.0,1.87
Mossoró,2020-04-17,1.0,0.0,2.22
Mossoró,2020-04-18,1.0,0.0,2.22
Mossoró,2020-04-19,1.0,0.0,2.22
Mossoró,2020-04-20,0.85,0.0,2.11
Mossoró,2020-04-21,0.68,0.0,2.02
Mossoró,2020-04-22,0.65,0.0,2.06
Mossoró,2020-04-23,0.62,0.0,2.1
Mossoró,2020-04-24,0.58,0.0,2.15
Mossoró,2020-04-25,1.22,0.0,2.64
Mossoró,2020-04-26,1.76,0.24,3.22
Mossoró,2020-04-27,2.32,0.86,3.63
Mossoró,2020-04-28,2.45,1.27,3.6
Mossoró,2020-04-29,2.2600000000000002,1.26,3.25
Natal,2020-03-16,2.0,0.34,6.43
Natal,2020-03-18,1.8800000000000001,0.38,5.01
Natal,2020-03-20,1.8,0.38,4.45
Natal,2020-03-21,2.05,0.5,4.54
Natal,2020-03-22,1.8900000000000001,0.47000000000000003,3.98
Natal,2020-03-24,1.78,0.48,3.67
Natal,2020-03-25,1.8900000000000001,0.54,3.62
Natal,2020-03-26,1.8900000000000001,0.09,3.52
Natal,2020-03-27,2.15,0.42,3.75
Natal,2020-03-28,1.8900000000000001,0.35000000000000003,3.3200000000000003
Natal,2020-03-30,1.73,0.34,3.06
Natal,2020-03-31,1.73,0.42,2.96
Natal,2020-04-01,1.8900000000000001,0.68,3.0100000000000002
Natal,2020-04-02,1.8,0.73,2.85
Natal,2020-04-03,1.73,0.76,2.7
Natal,2020-04-05,1.46,0.54,2.36
Natal,2020-04-07,1.31,0.43,2.17
Natal,2020-04-08,1.1500000000000001,0.29,1.97
Natal,2020-04-10,1.05,0.2,1.84
Natal,2020-04-11,0.9,0.1,1.68
Natal,2020-04-12,0.85,0.06,1.62
Natal,2020-04-13,0.85,0.04,1.61
Natal,2020-04-14,1.05,0.2,1.9000000000000001
Natal,2020-04-15,1.25,0.37,2.08
Natal,2020-04-16,1.46,0.64,2.2800000000000002
Natal,2020-04-17,1.49,0.7000000000000001,2.24
Natal,2020-04-18,1.44,0.7000000000000001,2.16
Natal,2020-04-19,1.36,0.67,2.07
Natal,2020-04-20,1.24,0.55,1.9000000000000001
Natal,2020-04-21,1.12,0.45,1.78
Natal,2020-04-22,1.11,0.45,1.76
Natal,2020-04-23,1.0,0.36,1.67
Natal,2020-04-24,0.92,0.27,1.58
Natal,2020-04-25,1.03,0.38,1.7
Natal,2020-04-26,1.19,0.53,1.82
Natal,2020-04-27,1.43,0.8300000000000001,2.06
Natal,2020-04-28,1.6300000000000001,1.05,2.18
Natal,2020-04-29,1.6500000000000001,1.1400000000000001,2.19
Niterói,2020-03-12,2.0,0.34,6.43
Niterói,2020-03-15,1.8800000000000001,0.38,5.01
Niterói,2020-03-16,2.17,0.51,4.99
Niterói,2020-03-18,1.96,0.5,4.24
Niterói,2020-03-19,1.83,0.46,3.79
Niterói,2020-03-21,1.73,0.46,3.52
Niterói,2020-03-22,1.6600000000000001,0.45,3.31
Niterói,2020-03-23,1.62,0.0,3.23
Niterói,2020-03-24,1.78,0.08,3.31
Niterói,2020-03-25,1.6500000000000001,0.09,3.09
Niterói,2020-03-26,1.56,0.08,2.9
Niterói,2020-03-27,1.49,0.1,2.7800000000000002
Niterói,2020-03-28,1.44,0.09,2.65
Niterói,2020-03-29,1.3900000000000001,0.15,2.62
Niterói,2020-03-30,1.24,0.08,2.39
Niterói,2020-03-31,1.12,0.04,2.22
Niterói,2020-04-01,1.11,0.03,2.19
Niterói,2020-04-02,1.11,0.03,2.17
Niterói,2020-04-03,1.11,0.01,2.13
Niterói,2020-04-04,1.1,0.04,2.15
Niterói,2020-04-05,1.2,0.09,2.25
Niterói,2020-04-06,1.19,0.12,2.25
Niterói,2020-04-07,1.18,0.09,2.18
Niterói,2020-04-08,1.0,0.02,1.96
Niterói,2020-04-09,1.0,0.02,1.96
Niterói,2020-04-10,0.91,0.0,1.87
Niterói,2020-04-11,0.91,0.0,1.8800000000000001
Niterói,2020-04-12,1.0,0.0,1.96
Niterói,2020-04-13,1.09,0.08,2.12
Niterói,2020-04-14,1.35,0.26,2.41
Niterói,2020-04-15,1.54,0.47000000000000003,2.56
Niterói,2020-04-16,1.48,0.49,2.47
Niterói,2020-04-17,1.49,0.54,2.41
Niterói,2020-04-18,1.3800000000000001,0.48,2.2600000000000002
Niterói,2020-04-19,1.2,0.33,2.04
Niterói,2020-04-20,1.1,0.26,1.93
Niterói,2020-04-21,0.9,0.11,1.7
Niterói,2020-04-22,0.75,0.0,1.48
Niterói,2020-04-23,0.67,0.0,1.45
Niterói,2020-04-24,0.58,0.0,1.42
Niterói,2020-04-25,0.6,0.0,1.48
Niterói,2020-04-26,0.71,0.0,1.6
Niterói,2020-04-27,1.07,0.09,2.0
Niterói,2020-04-28,1.42,0.4,2.39
Niterói,2020-04-29,1.73,0.8,2.66
Niterói,2020-04-30,1.94,1.1,2.75
Nova Iguaçu,2020-03-28,2.0,0.34,6.43
Nova Iguaçu,2020-03-29,1.8,0.38,4.45
Nova Iguaçu,2020-03-30,1.69,0.37,3.85
Nova Iguaçu,2020-03-31,1.41,0.34,3.3000000000000003
Nova Iguaçu,2020-04-01,1.57,0.39,3.41
Nova Iguaçu,2020-04-02,1.7,0.48,3.44
Nova Iguaçu,2020-04-03,1.77,0.55,3.36
Nova Iguaçu,2020-04-04,1.69,0.09,3.16
Nova Iguaçu,2020-04-05,1.76,0.24,3.22
Nova Iguaçu,2020-04-06,1.79,0.34,3.15
Nova Iguaçu,2020-04-07,1.8900000000000001,0.54,3.15
Nova Iguaçu,2020-04-08,1.6300000000000001,0.42,2.81
Nova Iguaçu,2020-04-09,1.55,0.42,2.66
Nova Iguaçu,2020-04-10,1.4000000000000001,0.34,2.45
Nova Iguaçu,2020-04-11,1.44,0.42,2.45
Nova Iguaçu,2020-04-12,1.46,0.48,2.41
Nova Iguaçu,2020-04-13,1.46,0.53,2.36
Nova Iguaçu,2020-04-14,1.37,0.49,2.24
Nova Iguaçu,2020-04-15,1.29,0.43,2.11
Nova Iguaçu,2020-04-16,1.1400000000000001,0.3,1.93
Nova Iguaçu,2020-04-17,1.04,0.24,1.84
Nova Iguaçu,2020-04-18,0.91,0.12,1.67
Nova Iguaçu,2020-04-19,0.86,0.1,1.6400000000000001
Nova Iguaçu,2020-04-20,1.0,0.19,1.81
Nova Iguaçu,2020-04-21,1.09,0.28,1.92
Nova Iguaçu,2020-04-22,1.27,0.45,2.07
Nova Iguaçu,2020-04-23,1.37,0.6,2.16
Nova Iguaçu,2020-04-24,1.34,0.58,2.07
Nova Iguaçu,2020-04-25,1.31,0.6,2.04
Nova Iguaçu,2020-04-26,1.16,0.45,1.85
Nova Iguaçu,2020-04-27,1.0,0.31,1.7
Nova Iguaçu,2020-04-28,0.97,0.28,1.67
Nova Iguaçu,2020-04-29,0.9,0.2,1.58
Nova Iguaçu,2020-04-30,0.93,0.23,1.6300000000000001
Olinda,2020-04-02,2.0,0.34,6.43
Olinda,2020-04-03,1.8800000000000001,0.38,5.01
Olinda,2020-04-04,2.17,0.51,4.99
Olinda,2020-04-05,1.96,0.5,4.24
Olinda,2020-04-06,2.08,0.58,4.09
Olinda,2020-04-07,2.3000000000000003,0.76,4.05
Olinda,2020-04-08,2.32,0.92,3.83
Olinda,2020-04-09,2.29,0.78,3.68
Olinda,2020-04-10,2.19,0.9,3.42
Olinda,2020-04-11,1.99,0.8300000000000001,3.0500000000000003
Olinda,2020-04-12,1.92,0.9,2.88
Olinda,2020-04-13,1.75,0.85,2.66
Olinda,2020-04-14,1.68,0.84,2.5
Olinda,2020-04-15,1.58,0.78,2.32
Olinda,2020-04-16,1.47,0.75,2.21
Olinda,2020-04-17,1.36,0.66,2.05
Olinda,2020-04-18,1.27,0.61,1.96
Olinda,2020-04-19,1.2,0.54,1.85
Olinda,2020-04-20,1.19,0.55,1.83
Olinda,2020-04-21,1.03,0.39,1.6600000000000001
Olinda,2020-04-22,0.89,0.26,1.53
Olinda,2020-04-23,1.0,0.37,1.6600000000000001
Olinda,2020-04-24,1.1300000000000001,0.49,1.76
Olinda,2020-04-25,1.35,0.74,1.96
Olinda,2020-04-26,1.52,0.9400000000000001,2.08
Olinda,2020-04-27,1.55,1.02,2.09
Olinda,2020-04-28,1.53,1.04,2.04
Olinda,2020-04-29,1.46,0.98,1.92
Olinda,2020-04-30,1.21,0.76,1.68
Olinda,2020-05-01,1.08,0.63,1.54
Osasco,2020-03-18,2.0,0.34,6.43
Osasco,2020-03-20,1.8800000000000001,0.38,5.01
Osasco,2020-03-25,2.17,0.51,4.99
Osasco,2020-03-26,2.64,0.79,4.99
Osasco,2020-03-27,2.63,0.97,4.49
Osasco,2020-03-30,2.47,1.04,3.98
Osasco,2020-03-31,2.19,0.97,3.46
Osasco,2020-04-01,2.02,0.76,3.24
Osasco,2020-04-02,1.73,0.58,2.83
Osasco,2020-04-03,1.4000000000000001,0.33,2.42
Osasco,2020-04-04,1.1500000000000001,0.15,2.1
Osasco,2020-04-05,1.07,0.11,2.0
Osasco,2020-04-06,1.0,0.08,1.92
Osasco,2020-04-07,1.0,0.08,1.92
Osasco,2020-04-08,1.0,0.08,1.92
Osasco,2020-04-09,1.07,0.11,1.99
Osasco,2020-04-10,1.21,0.24,2.17
Osasco,2020-04-11,1.1300000000000001,0.19,2.06
Osasco,2020-04-12,1.06,0.14,1.96
Osasco,2020-04-13,1.19,0.24,2.09
Osasco,2020-04-14,1.35,0.42,2.25
Osasco,2020-04-15,1.47,0.5700000000000001,2.31
Osasco,2020-04-16,1.55,0.72,2.35
Osasco,2020-04-17,1.56,0.79,2.31
Osasco,2020-04-18,1.59,0.89,2.31
Osasco,2020-04-19,1.51,0.86,2.19
Osasco,2020-04-20,1.3800000000000001,0.76,2.0300000000000002
Osasco,2020-04-21,1.23,0.61,1.84
Osasco,2020-04-22,1.21,0.62,1.82
Osasco,2020-04-23,1.27,0.6900000000000001,1.85
Osasco,2020-04-24,1.37,0.8300000000000001,1.94
Osasco,2020-04-25,1.46,0.93,1.97
Osasco,2020-04-26,1.49,1.0,1.98
Osasco,2020-04-27,1.48,1.01,1.93
Osasco,2020-04-28,1.45,1.01,1.8800000000000001
Osasco,2020-04-29,1.35,0.9500000000000001,1.79
Osasco,2020-04-30,1.26,0.86,1.67
Osasco,2020-05-01,1.19,0.79,1.58
Parintins,2020-04-17,2.0,0.34,6.43
Parintins,2020-04-18,2.35,0.48,5.72
Parintins,2020-04-19,2.43,0.64,4.98
Parintins,2020-04-20,2.64,0.87,4.67
Parintins,2020-04-21,2.35,0.85,3.98
Parintins,2020-04-22,2.29,0.96,3.69
Parintins,2020-04-23,2.09,0.93,3.3000000000000003
Parintins,2020-04-24,1.85,0.59,2.99
Parintins,2020-04-25,1.78,0.65,2.84
Parintins,2020-04-26,1.78,0.77,2.77
Parintins,2020-04-27,1.71,0.78,2.61
Parintins,2020-04-28,1.6500000000000001,0.8,2.49
Parintins,2020-04-29,1.56,0.78,2.36
Parintins,2020-04-30,1.49,0.74,2.22
Parnamirim,2020-03-20,2.0,0.34,6.43
Parnamirim,2020-03-21,1.8800000000000001,0.38,5.01
Parnamirim,2020-03-22,1.8,0.38,4.45
Parnamirim,2020-03-24,1.74,0.4,4.13
Parnamirim,2020-03-25,1.69,0.37,3.85
Parnamirim,2020-03-26,1.6400000000000001,0.4,3.7
Parnamirim,2020-03-27,1.61,0.41000000000000003,3.56
Parnamirim,2020-03-28,1.0,0.0,3.35
Parnamirim,2020-03-30,1.0,0.0,3.35
Parnamirim,2020-03-31,1.53,0.0,3.66
Parnamirim,2020-04-01,1.47,0.0,3.49
Parnamirim,2020-04-02,1.8,0.01,3.61
Parnamirim,2020-04-03,1.96,0.1,3.65
Parnamirim,2020-04-05,1.78,0.08,3.31
Parnamirim,2020-04-07,1.44,0.01,2.86
Parnamirim,2020-04-08,1.4000000000000001,0.01,2.75
Parnamirim,2020-04-10,1.19,0.0,2.5100000000000002
Parnamirim,2020-04-11,1.0,0.0,2.35
Parnamirim,2020-04-12,1.0,0.0,2.35
Parnamirim,2020-04-13,0.81,0.0,2.23
Parnamirim,2020-04-14,1.0,0.0,2.38
Parnamirim,2020-04-15,1.36,0.03,2.68
Parnamirim,2020-04-16,1.33,0.03,2.6
Parnamirim,2020-04-17,1.31,0.04,2.54
Parnamirim,2020-04-18,1.29,0.06,2.5
Parnamirim,2020-04-19,1.1400000000000001,0.01,2.29
Parnamirim,2020-04-20,1.1300000000000001,0.02,2.2800000000000002
Parnamirim,2020-04-21,1.1300000000000001,0.0,2.23
Parnamirim,2020-04-22,1.0,0.0,2.12
Parnamirim,2020-04-23,1.0,0.0,2.12
Parnamirim,2020-04-24,0.87,0.0,2.0300000000000002
Parnamirim,2020-04-25,1.0,0.01,2.15
Parnamirim,2020-04-26,1.0,0.01,2.15
Parnamirim,2020-04-27,1.0,0.01,2.15
Parnamirim,2020-04-28,1.1300000000000001,0.0,2.23
Parnamirim,2020-04-29,1.24,0.08,2.39
Passo Fundo,2020-04-02,2.0,0.34,6.43
Passo Fundo,2020-04-03,1.8800000000000001,0.38,5.01
Passo Fundo,2020-04-04,2.17,0.51,4.99
Passo Fundo,2020-04-05,1.96,0.5,4.24
Passo Fundo,2020-04-06,1.83,0.46,3.79
Passo Fundo,2020-04-07,1.73,0.46,3.52
Passo Fundo,2020-04-08,1.6600000000000001,0.45,3.31
Passo Fundo,2020-04-09,1.0,0.0,2.82
Passo Fundo,2020-04-10,1.0,0.0,2.82
Passo Fundo,2020-04-11,0.65,0.0,2.62
Passo Fundo,2020-04-12,0.62,0.0,2.69
Passo Fundo,2020-04-13,1.0,0.0,2.99
Passo Fundo,2020-04-14,1.3800000000000001,0.0,3.22
Passo Fundo,2020-04-15,1.35,0.0,3.12
Passo Fundo,2020-04-16,1.8900000000000001,0.09,3.52
Passo Fundo,2020-04-17,1.73,0.11,3.2600000000000002
Passo Fundo,2020-04-18,1.42,0.0,2.79
Passo Fundo,2020-04-19,1.3800000000000001,0.01,2.7
Passo Fundo,2020-04-20,1.51,0.12,2.85
Passo Fundo,2020-04-21,1.31,0.04,2.54
Passo Fundo,2020-04-22,1.68,0.29,2.92
Passo Fundo,2020-04-23,1.69,0.43,2.91
Passo Fundo,2020-04-24,1.59,0.42,2.73
Passo Fundo,2020-04-25,1.67,0.56,2.72
Passo Fundo,2020-04-26,1.57,0.56,2.58
Passo Fundo,2020-04-27,1.44,0.47000000000000003,2.37
Passo Fundo,2020-04-28,1.45,0.54,2.35
Passo Fundo,2020-04-29,1.31,0.43,2.16
Passo Fundo,2020-04-30,1.29,0.43,2.1
Paulista,2020-04-03,2.0,0.34,6.43
Paulista,2020-04-04,1.8800000000000001,0.38,5.01
Paulista,2020-04-05,1.8,0.38,4.45
Paulista,2020-04-06,2.05,0.5,4.54
Paulista,2020-04-07,2.48,0.74,4.64
Paulista,2020-04-08,2.3000000000000003,0.76,4.05
Paulista,2020-04-09,2.32,0.92,3.83
Paulista,2020-04-10,2.29,0.78,3.68
Paulista,2020-04-11,2.08,0.77,3.31
Paulista,2020-04-12,1.93,0.79,3.06
Paulista,2020-04-13,1.69,0.61,2.68
Paulista,2020-04-14,1.53,0.55,2.49
Paulista,2020-04-15,1.46,0.53,2.36
Paulista,2020-04-16,1.37,0.49,2.24
Paulista,2020-04-17,1.24,0.4,2.09
Paulista,2020-04-18,1.1400000000000001,0.31,1.95
Paulista,2020-04-19,1.09,0.26,1.87
Paulista,2020-04-20,1.1300000000000001,0.32,1.92
Paulista,2020-04-21,1.0,0.23,1.8
Paulista,2020-04-22,0.96,0.16,1.71
Paulista,2020-04-23,1.17,0.38,1.97
Paulista,2020-04-24,1.36,0.5700000000000001,2.1
Paulista,2020-04-25,1.6,0.89,2.32
Paulista,2020-04-26,1.69,1.04,2.35
Paulista,2020-04-27,1.6400000000000001,1.04,2.25
Paulista,2020-04-28,1.57,1.02,2.15
Paulista,2020-04-29,1.43,0.9,1.97
Paulista,2020-04-30,1.16,0.65,1.7
Paulista,2020-05-01,1.04,0.52,1.56
Paço do Lumiar,2020-04-03,2.0,0.34,6.43
Paço do Lumiar,2020-04-04,1.8800000000000001,0.38,5.01
Paço do Lumiar,2020-04-05,1.8,0.38,4.45
Paço do Lumiar,2020-04-06,2.05,0.5,4.54
Paço do Lumiar,2020-04-07,1.8900000000000001,0.47000000000000003,3.98
Paço do Lumiar,2020-04-08,1.78,0.48,3.67
Paço do Lumiar,2020-04-09,1.7,0.48,3.44
Paço do Lumiar,2020-04-10,1.35,0.0,3.12
Paço do Lumiar,2020-04-11,1.32,0.0,3.0300000000000002
Paço do Lumiar,2020-04-12,1.3,0.0,2.94
Paço do Lumiar,2020-04-13,1.0,0.0,2.69
Paço do Lumiar,2020-04-14,1.28,0.0,2.87
Paço do Lumiar,2020-04-15,1.26,0.0,2.81
Paço do Lumiar,2020-04-16,1.47,0.01,2.92
Paço do Lumiar,2020-04-17,1.62,0.11,3.0500000000000003
Paço do Lumiar,2020-04-18,1.53,0.09,2.86
Paço do Lumiar,2020-04-19,1.47,0.11,2.75
Paço do Lumiar,2020-04-20,1.42,0.13,2.66
Paço do Lumiar,2020-04-21,1.26,0.03,2.38
Paço do Lumiar,2020-04-22,1.24,0.08,2.39
Paço do Lumiar,2020-04-23,1.12,0.04,2.22
Paço do Lumiar,2020-04-24,1.0,0.01,2.08
Paço do Lumiar,2020-04-25,1.0,0.01,2.08
Paço do Lumiar,2020-04-26,1.0,0.01,2.08
Paço do Lumiar,2020-04-27,1.11,0.03,2.19
Paço do Lumiar,2020-04-28,1.22,0.09,2.31
Paço do Lumiar,2020-04-29,1.21,0.09,2.27
Paço do Lumiar,2020-04-30,1.2,0.12,2.27
Porto Alegre,2020-03-11,2.0,0.34,6.43
Porto Alegre,2020-03-12,2.35,0.48,5.72
Porto Alegre,2020-03-13,2.43,0.64,4.98
Porto Alegre,2020-03-16,2.35,0.72,4.39
Porto Alegre,2020-03-18,2.23,0.75,3.92
Porto Alegre,2020-03-19,2.11,0.77,3.56
Porto Alegre,2020-03-20,1.8900000000000001,0.74,3.21
Porto Alegre,2020-03-21,1.68,0.29,2.92
Porto Alegre,2020-03-22,1.69,0.43,2.91
Porto Alegre,2020-03-23,1.68,0.51,2.82
Porto Alegre,2020-03-24,1.73,0.64,2.77
Porto Alegre,2020-03-25,1.62,0.59,2.56
Porto Alegre,2020-03-26,1.53,0.6,2.45
Porto Alegre,2020-03-27,1.42,0.53,2.2800000000000002
Porto Alegre,2020-03-28,1.43,0.56,2.22
Porto Alegre,2020-03-29,1.3,0.5,2.1
Porto Alegre,2020-03-30,1.36,0.5700000000000001,2.1
Porto Alegre,2020-03-31,1.29,0.56,2.04
Porto Alegre,2020-04-01,1.24,0.5,1.93
Porto Alegre,2020-04-02,1.1,0.39,1.8
Porto Alegre,2020-04-03,1.03,0.34,1.74
Porto Alegre,2020-04-04,0.87,0.19,1.57
Porto Alegre,2020-04-05,0.8300000000000001,0.14,1.52
Porto Alegre,2020-04-06,0.67,0.02,1.32
Porto Alegre,2020-04-07,0.6,0.0,1.27
Porto Alegre,2020-04-08,0.56,0.0,1.28
Porto Alegre,2020-04-09,0.61,0.0,1.35
Porto Alegre,2020-04-10,0.68,0.01,1.46
Porto Alegre,2020-04-11,0.77,0.0,1.55
Porto Alegre,2020-04-12,0.8200000000000001,0.0,1.61
Porto Alegre,2020-04-13,0.87,0.04,1.72
Porto Alegre,2020-04-14,0.9400000000000001,0.07,1.81
Porto Alegre,2020-04-15,1.0,0.11,1.9000000000000001
Porto Alegre,2020-04-16,1.06,0.14,1.96
Porto Alegre,2020-04-17,1.06,0.14,1.95
Porto Alegre,2020-04-18,1.06,0.14,1.94
Porto Alegre,2020-04-19,1.0,0.1,1.86
Porto Alegre,2020-04-20,0.9400000000000001,0.04,1.76
Porto Alegre,2020-04-21,0.87,0.02,1.7
Porto Alegre,2020-04-22,0.8,0.01,1.6500000000000001
Porto Alegre,2020-04-23,0.79,0.0,1.6500000000000001
Porto Alegre,2020-04-24,0.7000000000000001,0.0,1.61
Porto Alegre,2020-04-25,0.84,0.01,1.76
Porto Alegre,2020-04-26,0.92,0.02,1.85
Porto Alegre,2020-04-27,0.8300000000000001,0.0,1.77
Porto Alegre,2020-04-28,0.8300000000000001,0.0,1.78
Porto Alegre,2020-04-29,0.8200000000000001,0.0,1.8
Porto Alegre,2020-04-30,0.81,0.0,1.82
Porto Velho,2020-03-31,2.0,0.34,6.43
Porto Velho,2020-04-01,1.8800000000000001,0.38,5.01
Porto Velho,2020-04-02,1.8,0.38,4.45
Porto Velho,2020-04-03,1.74,0.4,4.13
Porto Velho,2020-04-04,1.69,0.37,3.85
Porto Velho,2020-04-05,1.8900000000000001,0.47000000000000003,3.98
Porto Velho,2020-04-06,2.0,0.56,3.9
Porto Velho,2020-04-07,1.73,0.01,3.47
Porto Velho,2020-04-08,1.62,0.0,3.23
Porto Velho,2020-04-09,1.28,0.0,2.87
Porto Velho,2020-04-10,1.5,0.01,2.99
Porto Velho,2020-04-11,1.6500000000000001,0.09,3.09
Porto Velho,2020-04-12,1.73,0.23,3.15
Porto Velho,2020-04-14,1.76,0.32,3.08
Porto Velho,2020-04-15,1.75,0.44,3.02
Porto Velho,2020-04-16,1.82,0.62,3.0
Porto Velho,2020-04-17,1.98,0.89,3.0100000000000002
Porto Velho,2020-04-18,1.9100000000000001,0.9500000000000001,2.85
Porto Velho,2020-04-19,1.83,0.97,2.68
Porto Velho,2020-04-20,1.69,0.91,2.48
Porto Velho,2020-04-21,1.59,0.87,2.33
Porto Velho,2020-04-23,1.51,0.84,2.21
Porto Velho,2020-04-24,1.4000000000000001,0.75,2.05
Porto Velho,2020-04-25,1.29,0.65,1.9000000000000001
Porto Velho,2020-04-26,1.1500000000000001,0.54,1.77
Porto Velho,2020-04-27,1.1,0.48,1.69
Porto Velho,2020-04-28,1.05,0.45,1.6600000000000001
Porto Velho,2020-04-29,1.02,0.42,1.62
Porto Velho,2020-04-30,1.07,0.47000000000000003,1.6600000000000001
Praia Grande,2020-04-01,2.0,0.34,6.43
Praia Grande,2020-04-02,1.8800000000000001,0.38,5.01
Praia Grande,2020-04-03,1.8,0.38,4.45
Praia Grande,2020-04-04,1.74,0.4,4.13
Praia Grande,2020-04-05,1.96,0.5,4.24
Praia Grande,2020-04-06,1.83,0.46,3.79
Praia Grande,2020-04-07,1.73,0.46,3.52
Praia Grande,2020-04-08,1.3800000000000001,0.0,3.22
Praia Grande,2020-04-09,1.35,0.0,3.12
Praia Grande,2020-04-10,1.32,0.0,3.0300000000000002
Praia Grande,2020-04-11,1.0,0.0,2.75
Praia Grande,2020-04-12,1.0,0.0,2.75
Praia Grande,2020-04-13,1.0,0.0,2.75
Praia Grande,2020-04-14,1.57,0.01,3.15
Praia Grande,2020-04-15,1.73,0.11,3.2600000000000002
Praia Grande,2020-04-16,1.8,0.22,3.2600000000000002
Praia Grande,2020-04-17,1.67,0.22,3.0300000000000002
Praia Grande,2020-04-18,1.7,0.29,2.96
Praia Grande,2020-04-19,1.25,0.07,2.4
Praia Grande,2020-04-20,1.12,0.0,2.19
Praia Grande,2020-04-21,0.88,0.0,2.0
Praia Grande,2020-04-22,1.0,0.0,2.1
Praia Grande,2020-04-23,1.0,0.0,2.1
Praia Grande,2020-04-24,1.24,0.06,2.34
Praia Grande,2020-04-25,1.33,0.13,2.43
Praia Grande,2020-04-26,1.59,0.42,2.73
Praia Grande,2020-04-27,1.59,0.48,2.65
Praia Grande,2020-04-28,1.51,0.48,2.52
Praia Grande,2020-04-29,1.33,0.34,2.27
Praia Grande,2020-04-30,1.25,0.29,2.15
Praia Grande,2020-05-01,1.06,0.18,1.96
Recife,2020-03-12,2.0,0.34,6.43
Recife,2020-03-13,1.8,0.38,4.45
Recife,2020-03-14,1.69,0.37,3.85
Recife,2020-03-15,1.83,0.46,3.79
Recife,2020-03-17,1.8900000000000001,0.54,3.62
Recife,2020-03-18,1.73,0.51,3.24
Recife,2020-03-21,1.6300000000000001,0.52,3.02
Recife,2020-03-22,1.36,0.03,2.68
Recife,2020-03-23,1.17,0.0,2.44
Recife,2020-03-24,1.0,0.0,2.29
Recife,2020-03-25,0.8300000000000001,0.0,2.18
Recife,2020-03-26,0.8200000000000001,0.0,2.2
Recife,2020-03-27,1.0,0.0,2.35
Recife,2020-03-28,1.0,0.0,2.35
Recife,2020-03-29,1.18,0.01,2.49
Recife,2020-03-30,1.33,0.03,2.6
Recife,2020-03-31,1.59,0.19,2.86
Recife,2020-04-01,1.86,0.51,3.08
Recife,2020-04-02,1.98,0.81,3.13
Recife,2020-04-03,1.86,0.79,2.87
Recife,2020-04-04,2.04,1.11,2.94
Recife,2020-04-05,2.0,1.19,2.81
Recife,2020-04-06,2.1,1.3900000000000001,2.8000000000000003
Recife,2020-04-07,2.09,1.47,2.7
Recife,2020-04-08,1.99,1.45,2.54
Recife,2020-04-09,1.87,1.3900000000000001,2.37
Recife,2020-04-10,1.8,1.36,2.24
Recife,2020-04-11,1.6400000000000001,1.24,2.06
Recife,2020-04-12,1.57,1.19,1.95
Recife,2020-04-13,1.46,1.11,1.83
Recife,2020-04-14,1.42,1.09,1.77
Recife,2020-04-15,1.3800000000000001,1.06,1.71
Recife,2020-04-16,1.37,1.06,1.68
Recife,2020-04-17,1.34,1.04,1.6300000000000001
Recife,2020-04-18,1.34,1.06,1.6300000000000001
Recife,2020-04-19,1.31,1.05,1.6
Recife,2020-04-20,1.3,1.05,1.58
Recife,2020-04-21,1.09,0.8300000000000001,1.35
Recife,2020-04-22,0.91,0.65,1.18
Recife,2020-04-23,0.9400000000000001,0.68,1.21
Recife,2020-04-24,1.06,0.8,1.33
Recife,2020-04-25,1.31,1.06,1.57
Recife,2020-04-26,1.5,1.27,1.75
Recife,2020-04-27,1.55,1.34,1.79
Recife,2020-04-28,1.59,1.3900000000000001,1.81
Recife,2020-04-29,1.49,1.3,1.69
Recife,2020-04-30,1.24,1.06,1.44
Recife,2020-05-01,1.11,0.92,1.29
Ribeirão Preto,2020-03-26,2.0,0.34,6.43
Ribeirão Preto,2020-03-27,1.8,0.38,4.45
Ribeirão Preto,2020-03-30,1.69,0.37,3.85
Ribeirão Preto,2020-03-31,1.61,0.41000000000000003,3.56
Ribeirão Preto,2020-04-01,1.73,0.46,3.52
Ribeirão Preto,2020-04-02,1.6400000000000001,0.45,3.23
Ribeirão Preto,2020-04-03,1.7,0.54,3.21
Ribeirão Preto,2020-04-04,1.42,0.0,2.79
Ribeirão Preto,2020-04-05,1.3800000000000001,0.01,2.7
Ribeirão Preto,2020-04-06,1.18,0.01,2.49
Ribeirão Preto,2020-04-07,1.17,0.0,2.44
Ribeirão Preto,2020-04-08,0.8300000000000001,0.0,2.18
Ribeirão Preto,2020-04-09,0.8200000000000001,0.0,2.2
Ribeirão Preto,2020-04-10,0.62,0.0,2.1
Ribeirão Preto,2020-04-11,0.79,0.0,2.2800000000000002
Ribeirão Preto,2020-04-12,1.0,0.0,2.45
Ribeirão Preto,2020-04-13,1.4000000000000001,0.01,2.75
Ribeirão Preto,2020-04-14,1.53,0.09,2.86
